Size,Resolution,Refresh rate,Processor,RAM,Disc,Graphics card,Price in zl
"15.6""", 1920 x 1080px, 144Hz,Intel Core i5-11400H,16,512 GB SSD,NVIDIA GeForce RTX 3050,3999
"14""", 1920 x 1080px, 60Hz,AMD Ryzen 5 5500U,8,512 GB SSD,AMD Radeon Graphics,3299
"15.6""", 1920 x 1080px, 60Hz,Intel Core i5-1135G7,8,512 GB SSD,Intel Iris Xe Graphics,2899
"15.6""", 1920 x 1080px, 1920 x 1080px,Intel Core i5-1035G1,8,512 GB SSD,Intel UHD Graphics,2799
"15.6""", 1920 x 1080px, 144Hz,AMD Ryzen 5 5600H,16,512 GB SSD,NVIDIA GeForce RTX 3060,5799
"16.1""", 1920 x 1080px, 60Hz,AMD Ryzen 5 4600H,16,512 GB SSD,AMD Radeon Graphics,3999
"15.6""", 1920 x 1080px, 60Hz,AMD Ryzen 5 5500U,8,512 GB SSD,AMD Radeon Graphics,2799
"15.6""", 1920 x 1080px, 60Hz,AMD Ryzen 7 4800H,8,512 GB SSD,NVIDIA GeForce GTX 1650 Ti,3799
"15.6""", 1920 x 1080px, 1920 x 1080px,Intel Core i5-10300H,16,512 GB SSD,NVIDIA GeForce GTX 1650,3999
"15.6""", 1920 x 1080px, 60Hz,Intel Core i5-1135G7,8,512 GB SSD,Intel Iris Xe Graphics,2899
"14""", 1920 x 1080px, 1920 x 1080px,AMD Ryzen 5 3500U,8,512 GB SSD,AMD Radeon Vega 8,3079
"15.6""", 1920 x 1080px, 1920 x 1080px,AMD Ryzen 5 3550H,8,512 GB SSD,NVIDIA GeForce GTX 1650 Ti,3799
"15.6""", 1920 x 1080px, 120Hz,Intel Core i5-10500H,8,512 GB SSD,NVIDIA GeForce GTX 1650,3099
"15.6""", 1920 x 1080px, 60Hz,Intel Core i3-1005G1,8,256 GB SSD,Intel UHD Graphics,2199
"17.3""", 1920 x 1080px, 144Hz,AMD Ryzen 5 5600H,16,512 GB SSD,NVIDIA GeForce RTX 3060,6199
"14""", 1920 x 1080px, 60Hz,Intel Pentium N4200,4,64 GB Flash,Intel UHD Graphics 605,1999
"14""", 1920 x 1080px, 60Hz,Intel Core i5-1035G1,8,512 GB SSD,Intel UHD Graphics,2999
"13.3""", 2560 x 1600px, 60Hz,Apple M1,16,512 GB SSD,Apple M1 (8 rdzeni),7399
"14""", 1920 x 1080px, 1920 x 1080px,AMD A6-9220e,4,256 GB SSD,AMD Radeon R4,2099
"16""", 2560 x 1600px, 60Hz,Intel Core i5-11300H,16,512 GB SSD,NVIDIA GeForce MX450,3749
"15.6""", 1920 x 1080px, 144Hz,Intel Core i5-11400H,16,512 GB SSD,NVIDIA GeForce RTX 3060,5799
"17.3""", 1920 x 1080px, 144Hz,Intel Core i5-11400H,16,512 GB SSD,NVIDIA GeForce RTX 3050,4499
"15.6""", 1920 x 1080px, 1920 x 1080px,Intel Core i5-10300H,8,512 GB SSD,NVIDIA GeForce RTX 2060,4399
"14""", 1920 x 1080px, 1920 x 1080px,Intel Core i5-1035G1,8,512 GB SSD,Intel UHD Graphics,2799
"15.6""", 1920 x 1080px, 165Hz,AMD Ryzen 5 5600H,16,512 GB SSD,NVIDIA GeForce RTX 3050,4399
"15.6""", 1920 x 1080px, 60Hz,Intel Core i3-1005G1,4,256 GB SSD,Intel UHD Graphics,1999
"15.6""", 1920 x 1080px, 1920 x 1080px,Intel Core i5-11300H,16,512 GB SSD,NVIDIA GeForce RTX 3050,4499
"15.6""", 1920 x 1080px, 60Hz,Intel Core i3-1005G1,4,256 GB SSD,Intel UHD Graphics,1999
"15.6""", 1920 x 1080px, 120Hz,AMD Ryzen 7 4800H,8,512 GB SSD,NVIDIA GeForce GTX 1650 Ti,4549
"14""", 1920 x 1080px, 60Hz,Intel Pentium Silver N5030,8,256 GB SSD,Intel UHD Graphics 605,1799
"12.3""", 2736 x 1824px, Dotykowy,Intel Core i5-1035G4,8,128 GB SSD,Intel Iris Plus Graphics,3899
"15.6""", 1920 x 1080px, 60Hz,Intel Core i5-9300HF,16,512 GB SSD,NVIDIA GeForce GTX 1650,3399
"14""", 1920 x 1080px, 60Hz,AMD Ryzen 5 5500U,16,512 GB SSD,AMD Radeon Graphics,4199
"15.6""", 1920 x 1080px, 120Hz,Intel Core i5-10500H,16,512 GB SSD,NVIDIA GeForce RTX 3050,3799
"16""", 2560 x 1600px, 60Hz,Intel Core i7-11370H,16,1000 GB SSD,NVIDIA GeForce MX450,4549
"15.6""", 1920 x 1080px, 120Hz,Intel Core i5-11260H,16,512 GB SSD,NVIDIA GeForce RTX 3050 Ti,4499
"15.6""", 1920 x 1080px, 60Hz,AMD Ryzen 5 5600H,16,512 GB SSD,NVIDIA GeForce RTX 3050,4199
"14""", 1920 x 1080px, 1920 x 1080px,Intel Core i3-10110U,8,256 GB SSD,Intel UHD Graphics,2499
"15.6""", 1920 x 1080px, 60Hz,Intel Core i5-1155G7,16,512 GB SSD,Intel Iris Xe Graphics,3299
"15.6""", 2560 x 1440px, 165Hz,AMD Ryzen 7 6800H,16,1000 GB SSD,NVIDIA GeForce RTX 3060,7999
"15.6""", 1920 x 1080px, 60Hz,Intel Core i5-11300H,16,512 GB SSD,NVIDIA GeForce RTX 3050,4499
"13.4""", 1920 x 1200px, 300Hz,AMD Ryzen 7 6800HS,16,512 GB SSD,NVIDIA GeForce RTX 3050 Ti,8199
"15.6""", 1920 x 1080px, 60Hz,AMD Ryzen 5 5600H,16,512 GB SSD,NVIDIA GeForce RTX 3050,4199
"13.3""", 2560 x 1600px, 2560 x 1600px,Apple M1,8,256 GB SSD,Apple M1 (8 rdzeni),6599
"13.3""", 2560 x 1600px, 2560 x 1600px,Apple M1,8,512 GB SSD,Apple M1 (8 rdzeni),7499
"13.3""", 2560 x 1600px, 2560 x 1600px,Apple M1,8,512 GB SSD,Apple M1 (8 rdzeni),6299
"15.6""", 1920 x 1080px, 60Hz,Intel Core i3-10110U,8,256 GB SSD,Intel UHD Graphics,1899
"17.3""", 2560 x 1440px, 165Hz,Intel Core i7-11800H,16,1000 GB SSD,NVIDIA GeForce RTX 3060,8849
"17.3""", 1600 x 900px, 60Hz,AMD Ryzen 5 3500U,8,512 GB SSD,AMD Radeon Vega 8,2499
"17.3""", 1600 x 900px, 60Hz,Intel Core i3-1115G4,8,256 GB SSD,Intel UHD Graphics,2199
"15.6""", 1920 x 1080px, 120Hz,AMD Ryzen 5 5600H,8,512 GB SSD,NVIDIA GeForce RTX 3050 Ti,3999
"15.6""", 1920 x 1080px, 120Hz,AMD Ryzen 5 4600H,8,512 GB SSD,NVIDIA GeForce GTX 1650 Ti,3799
"14""", 2880 x 1800px, 90Hz,Intel Core i5-12500H,16,1000 GB SSD,Intel Iris Xe Graphics,5999
"15.6""", 1920 x 1080px, 60Hz,Intel Core i7-1195G7,16,512 GB SSD,Intel Iris Xe Graphics,3999
"17.3""", 1920 x 1080px, 144Hz,Intel Core i7-11370H,16,512 GB SSD,NVIDIA GeForce RTX 3050 Ti,5499
"15.6""", 1920 x 1080px, 60Hz,AMD Ryzen 3 5300U,8,256 GB SSD,AMD Radeon Graphics,2199
"15.6""", 1920 x 1080px, 120Hz,Intel Core i5-11300H,8,512 GB SSD,NVIDIA GeForce GTX 1650,3299
"15.6""", 1920 x 1080px, 120Hz,Intel Core i5-11260H,8,512 GB SSD,NVIDIA GeForce RTX 3050,3799
"15.6""", 1920 x 1080px, 120Hz,AMD Ryzen 5 5625U,8,512 GB SSD,AMD Radeon Graphics,3199
"13.3""", 1920 x 1080px, Dotykowy,Intel Pentium Silver N6000,8,256 GB SSD,Intel UHD Graphics,2899
"14""", 1920 x 1080px, 60Hz,Intel Pentium Gold 7505,4,256 GB SSD,Intel UHD Graphics,1699
"14""", 1366 x 768px, 60Hz,Intel Celeron N4020,4,128 GB SSD,Intel UHD Graphics 600,1299
"15.6""", 1920 x 1080px, 60Hz,AMD Ryzen 5 5600H,8,512 GB SSD,NVIDIA GeForce GTX 1650,3599
"15.6""", 1920 x 1080px, 60Hz,AMD Ryzen 7 5800H,8,512 GB SSD,NVIDIA GeForce RTX 3050,4499
"13.3""", 2560 x 1600px, 60Hz,Intel Core i5-11300H,16,512 GB SSD,Intel Iris Xe Graphics,3999
"17""", 2560 x 1600px, 60Hz,Intel Core i5-1135G7,16,512 GB SSD,Intel Iris Xe Graphics,4499
"15.6""", 1920 x 1080px, 60Hz,Intel Core i5-11300H,16,512 GB SSD,NVIDIA GeForce RTX 3050,4499
"15.6""", 1920 x 1080px, 144Hz,Intel Core i5-11400H,16,512 GB SSD,NVIDIA GeForce RTX 3050 Ti,5699
"15.6""", 1920 x 1080px, 60Hz,Intel Core i7-1185G7,16,1000 GB SSD,NVIDIA GeForce GTX 1650 Ti Max-Q,6999
"16.1""", 1920 x 1080px, 144Hz,AMD Ryzen 7 5800H,16,1000 GB SSD,AMD Radeon RX 6600M,4999
"16""", 2560 x 1600px, 60Hz,Intel Core i5-1240P,16,512 GB SSD,Intel Iris Xe Graphics,6479
"15.6""", 1920 x 1080px, 60Hz,Intel Core i5-1135G7,8,256 GB SSD,Intel Iris Xe Graphics,2499
"17.3""", 1920 x 1080px, 144Hz,Intel Core i7-12700H,16,1000 GB SSD,NVIDIA GeForce RTX 3050,7549
"14""", 1920 x 1080px, 60Hz,AMD Ryzen 7 5700U,8,512 GB SSD,AMD Radeon Graphics,3379
"16""", 2560 x 1600px, 120Hz,AMD Ryzen 7 5800H,16,1000 GB SSD,NVIDIA GeForce GTX 1650,4999
"16""", 2560 x 1600px, 120Hz,AMD Ryzen 5 5600H,16,512 GB SSD,NVIDIA GeForce GTX 1650,4349
"17.3""", 1600 x 900px, 60Hz,Intel Core i3-1115G4,8,256 GB SSD,Intel UHD Graphics,1799
"15.6""", 1920 x 1080px, 60Hz,AMD Ryzen 5 5500U,8,512 GB SSD,AMD Radeon Graphics,3899
"15.6""", 1920 x 1080px, 120Hz,AMD Ryzen 5 5600H,8,512 GB SSD,NVIDIA GeForce RTX 3050,4199
"15.6""", 1920 x 1080px, 60Hz,AMD Ryzen 5 5500U,16,512 GB SSD,AMD Radeon Graphics,2799
"14""", 1920 x 1200px, 60Hz,Intel Core i5-1135G7,16,512 GB SSD,Intel Iris Xe Graphics,4129
"17.3""", 1920 x 1080px, 144Hz,Intel Core i5-10300H,16,512 GB SSD,NVIDIA GeForce RTX 3050,5399
"14""", 2560 x 1440px, 120Hz,AMD Ryzen 7 5800HS,16,512 GB SSD,NVIDIA GeForce RTX 3050 Ti,4299
"15.6""", 1920 x 1080px, 60Hz,Intel Core i3-1005G1,4,256 GB SSD,Intel UHD Graphics,1499
"15.6""", 1920 x 1080px, 144Hz,Intel Core i5-11400H,16,512 GB SSD,NVIDIA GeForce RTX 3050 Ti,5099
"13.5""", 2256 x 1504px, 60Hz,AMD Ryzen 5 4680U,8,256 GB SSD,AMD Radeon Graphics,5199
"13.3""", 1920 x 1080px, 60Hz,Intel Core i5-1135G7,8,512 GB SSD,Intel Iris Xe Graphics,4299
"14""", 1920 x 1080px, 1920 x 1080px,AMD Ryzen 3 3250U,4,256 GB SSD,AMD Radeon Graphics,1729
"13.3""", 2560 x 1600px, 2560 x 1600px,Apple M1,8,512 GB SSD,Apple M1 (8 rdzeni),6299
"17.3""", 1600 x 900px, 120Hz,AMD Athlon Silver 3050U,8,256 GB SSD,AMD Radeon Graphics,1899
"15.6""", 1920 x 1080px, 60Hz,AMD Ryzen 5 5500U,16,512 GB SSD,AMD Radeon Graphics,3099
"17""", 2560 x 1600px, 60Hz,Intel Core i7-1260P,16,1000 GB SSD,Intel Iris Xe Graphics,7199
"15.6""", 1920 x 1080px, 60Hz,AMD Ryzen 5 5500U,16,512 GB SSD,AMD Radeon Graphics,3099
"17.3""", 2560 x 1440px, 165Hz,Intel Core i7-12700H,16,1000 GB SSD,NVIDIA GeForce RTX 3070 Ti,11549
"15.6""", 1920 x 1080px, 144Hz,Intel Core i5-11400H,16,512 GB SSD,NVIDIA GeForce RTX 3050 Ti,3999
"15.6""", 1920 x 1080px, 60Hz,AMD Ryzen 7 5700U,16,512 GB SSD,AMD Radeon Graphics,3099
"15.6""", 1920 x 1080px, 60Hz,Intel Core i5-11300H,8,512 GB SSD,NVIDIA GeForce RTX 3050,3599
"15.6""", 1920 x 1080px, 60Hz,AMD Ryzen 7 5800H,16,512 GB SSD,NVIDIA GeForce GTX 1650,3799
"17.3""", 1600 x 900px, 60Hz,Intel Core i5-1135G7,8,512 GB SSD,Intel Iris Xe Graphics,2599
"17.3""", 1920 x 1080px, 144Hz,Intel Core i5-11400H,16,512 GB SSD,NVIDIA GeForce RTX 3060,5559
"15.6""", 1920 x 1080px, 60Hz,Intel Core i7-11390H,16,1000 GB SSD,Intel Iris Xe Graphics,5399
"15.6""", 1920 x 1080px, 60Hz,Intel Core i7-1165G7,16,512 GB SSD,Intel Iris Xe Graphics,4499
"17.3""", 1920 x 1080px, 144Hz,Intel Core i7-11800H,16,512 GB SSD,NVIDIA GeForce RTX 3050 Ti,4999
"13.4""", 1920 x 1200px, 120Hz,Intel Core i9-12900H,16,1000 GB SSD,NVIDIA GeForce RTX 3050 Ti,9999
"16.1""", 1920 x 1080px, 144Hz,Intel Core i7-11800H,16,512 GB SSD,NVIDIA GeForce RTX 3060,6199
"15.6""", 1920 x 1080px, 60Hz,AMD Ryzen 5 5600H,16,512 GB SSD,NVIDIA GeForce GTX 1650,3999
"13""", 2880 x 1920px, 60 - 120Hz,Intel Core i7-1185G7,32,1000 GB SSD,Intel Iris Xe Graphics,12699
"15.6""", 1920 x 1080px, 60Hz,Intel Core i5-1135G7,8,512 GB SSD,Intel UHD Graphics,2699
"15.6""", 2560 x 1440px, 165Hz,AMD Ryzen 7 6800H,16,1000 GB SSD,NVIDIA GeForce RTX 3060,6999
"15.6""", 1920 x 1080px, 144Hz,AMD Ryzen 7 6800H,16,512 GB SSD,NVIDIA GeForce RTX 3050,6899
"13.4""", 1920 x 1200px, 300Hz,Intel Core i7-12700H,16,512 GB SSD,NVIDIA GeForce RTX 3050,9399
"14""", 1920 x 1080px, 60Hz,AMD Ryzen 5 5500U,8,512 GB SSD,AMD Radeon Graphics,2599
"15.6""", 1920 x 1080px, 60Hz,AMD Ryzen 5 5600H,16,512 GB SSD,NVIDIA GeForce GTX 1650,3399
"15.6""", 1920 x 1080px, 120Hz,AMD Ryzen 5 5600H,16,512 GB SSD,NVIDIA GeForce RTX 3050,3899
"17.3""", 1920 x 1080px, 144Hz,AMD Ryzen 5 5600H,8,512 GB SSD,NVIDIA GeForce RTX 3050,4299
"15.6""", 1920 x 1080px, 165Hz,AMD Ryzen 7 5800H,16,1000 GB SSD,NVIDIA GeForce RTX 3070,8299
"15.6""", 2560 x 1440px, 165Hz,AMD Ryzen 5 5600H,16,1000 GB SSD,NVIDIA GeForce RTX 3060,5999
"15.6""", 1920 x 1080px, 60Hz,Intel Core i5-1155G7,16,1000 GB SSD,Intel Iris Xe Graphics,3099
"15.6""", 1920 x 1080px, 144Hz,Intel Core i7-11800H,16,1000 GB SSD,NVIDIA GeForce RTX 3050,6319
"15.6""", 1920 x 1080px, 60Hz,Intel Core i5-11300H,8,512 GB SSD,NVIDIA GeForce GTX 1650,3599
"15.6""", 1920 x 1080px, 120Hz,AMD Ryzen 5 5600H,16,512 GB SSD,NVIDIA GeForce RTX 3050 Ti,4599
"15.6""", 1920 x 1080px, 60Hz,AMD Ryzen 5 5600H,16,512 GB SSD,NVIDIA GeForce RTX 3050,3799
"15.6""", 1920 x 1080px, 60Hz,AMD Ryzen 5 5600H,8,512 GB SSD,NVIDIA GeForce RTX 3050,3599
"15.6""", 1920 x 1080px, 60Hz,AMD Ryzen 5 5600H,16,512 GB SSD,NVIDIA GeForce RTX 3050 Ti,4099
"15.6""", 1920 x 1080px, 60Hz,AMD Ryzen 7 5800H,16,512 GB SSD,NVIDIA GeForce RTX 3050,4699
"15.6""", 1920 x 1080px, 60Hz,AMD Ryzen 3 3250U,4,256 GB SSD,AMD Radeon Graphics,1599
"15.6""", 1920 x 1080px, 60Hz,Intel Core i5-1135G7,16,512 GB SSD,Intel Iris Xe Graphics,3699
"14""", 1920 x 1080px, 60Hz,Intel Core i5-1135G7,16,512 GB SSD,Intel Iris Xe Graphics,4199
"15.6""", 1920 x 1080px, 60Hz,AMD Ryzen 5 5500U,8,512 GB SSD,AMD Radeon Graphics,2899
